sentence,manual annotation,predicted annotation
කතා කිරීමේ නිදහස සහතික කළ යුතුය .,"[ කතා ARG1 , කිරීමේ ARG1 , නිදහස ARG1 , සහතික guarantee.01 , කළ guarantee.01 , යුතුය ARGM-MOD , . O ]","[ කතා talk.01 , කිරීමේ O , නිදහස O , සහතික O , කළ O , යුතුය O , . O ], [ කතා ARG1 , කිරීමේ ARG1 , නිදහස ARG1 , සහතික ensure.01 , කළ ensure.01 , යුතුය ARGM-MOD , . O ]"
අපගේ යෝජනාවේදී අපි කෙටිකාලීන පියවර ගැන සාකච්ඡා කර ඇත්තෙමු .,"[ අපගේ ARGM-LOC , යෝජනාවේදී ARGM-LOC , අපි ARG0 , කෙටිකාලීන ARG1 , පියවර ARG1 , ගැන ARG1 , සාකච්ඡා discuss.01 , කර discuss.01 , ඇත්තෙමු discuss.01 , . O ]","[ අපගේ ARG1 , යෝජනාවේදී O , අපි O , කෙටිකාලීන O , පියවර O , ගැන O , සාකච්ඡා discuss.01 , කර discuss.01 , ඇත්තෙමු discuss.01 , . O ]"
එහි ප්‍රතිඑලයක් වශයෙන් අප ගමන් මාර්ගය වෙනස් කළ යුතුයි .,"[ එහි ARGM-CAU , ප්‍රතිඑලයක් ARGM-CAU , වශයෙන් ARGM-CAU , අප ARG0 , ගමන් ARG1 , මාර්ගය ARG1 , වෙනස් change.01 , කළ change.01 , යුතුයි ARGM-MOD , . O ]",[ ]
එබැවින් මෙම හේතු දෙක නිසා මම වැළකී සිටියෙමි .,"[ එබැවින් ARGM-DIS , මෙම ARGM-CAU , හේතු ARGM-CAU , දෙක ARGM-CAU , නිසා ARGM-CAU , මම ARG0 , වැළකී abstain.01 , සිටියෙමි abstain.01 , . O ]","[ එබැවින් ARGM-DIS , මෙම O , හේතු ARGM-CAU , දෙක ARGM-CAU , නිසා ARGM-CAU , මම ARG0 , වැළකී abstain.01 , සිටියෙමි abstain.01 , . O ]"
විනිවිදභාවයෙන් කටයුතු කිරීම ද ඉතා වැදගත් ය .,"[ විනිවිදභාවයෙන් ARG1 , කටයුතු ARG1 , කිරීම ARG1 , ද ARGM-ADV , ඉතා ARG2 , වැදගත් ARG2 , ය be.01 , . O ] , [ විනිවිදභාවයෙන් ARG2 , කටයුතු O , කිරීම O , ද O , ඉතා O , වැදගත් O , ය be.01 , . O ]","[ විනිවිදභාවයෙන් ARG1 , කටයුතු ARG1 , කිරීම ARG1 , ද ARGM-ADV , ඉතා ARG2 , වැදගත් ARG2 , ය be.01 , . O ]"
"අවාසනාවට , වාර්තාවට බොහෝ සීමාවන් තිබේ .","[ අවාසනාවට ARGM-ADV , , O , වාර්තාවට ARG0 , බොහෝ ARG1 , සීමාවන් ARG1 , තිබේ have.03 , . O ]","[ අවාසනාවට ARGM-ADV , , O , වාර්තාවට ARG1 , බොහෝ ARG1 , සීමාවන් ARG1 , තිබේ be.02 , . O ]"
අපට අවශ්‍ය වන්නේ හරියටම ප්‍රතිවිරුද්ධ දෙයයි .,"[ අපට ARG0 , අවශ්‍ය need.01 , වන්නේ need.01 , හරියටම O , ප්‍රතිවිරුද්ධ O , දෙයයි ARG1 , . O ] , [ අපට ARG1 , අවශ්‍ය ARG1 , වන්නේ ARG1 , හරියටම ARG2 , ප්‍රතිවිරුද්ධ ARG2 , දෙයයි ARG1 , . O ]","[ අපට ARG0 , අවශ්\u200dය need.01 , වන්නේ need.01 , හරියටම O , ප්\u200dරතිවිරුද්ධ ARG1 , දෙයයි ARG1 , . O ]"
යුරෝපීය පාර්ලිමේන්තුව සිය 30 වන උපන්දිනය සමරයි .,"[ යුරෝපීය ARG0 , පාර්ලිමේන්තුව ARG0 , සිය ARG1 , 30 ARG1 , වන ARG1 , උපන්දිනය ARG1 , සමරයි celebrate.02 , . O ]","[ යුරෝපීය ARG0 , පාර්ලිමේන්තුව ARG0 , සිය ARG1 , 30 ARG1 , වන be.01 , උපන්දිනය O , සමරයි O , . O ]"
මෙම අවස්ථාවේ දී අප ද එය කළ යුතුය .,"[ මෙම O , අවස්ථාවේ O , දී O , අප ARG0 , ද ARGM-ADV , එය ARG1 , කළ do.02 , යුතුය ARGM-MOD , . O ]",[ ]
අපි දැන් සැබවින්ම තීරණාත්මක අවධියක සිටිමු .,"[ අපි ARG1 , දැන් ARGM-TMP , සැබවින්ම ARGM-ADV , තීරණාත්මක ARG2 , අවධියක ARG2 , සිටිමු be.01 , . O ]","[ අපි ARG0 , දැන් ARGM-TMP , සැබවින්ම ARG2 , තීරණාත්මක ARG2 , අවධියක ARG2 , සිටිමු be.01 , . O ]"
කොමසාරිස්වරයා නිවැරදිව මොළයේ කාණු ගැන සඳහන් කළේය .,"[ කොමසාරිස්වරයා ARG0 , නිවැරදිව ARGM-ADV , මොළයේ ARG1 , කාණු ARG1 , ගැන ARG1 , සඳහන් refer.01 , කළේය refer.01 , . O ]","[ කොමසාරිස්වරයා ARG0 , නිවැරදිව ARG1 , මොළයේ ARG1 , කාණු ARG1 , ගැන ARG1 , සඳහන් mention.01 , කළේය mention.01 , . O ]"
මේවා වැදගත් ය .,"[ මේවා ARG1 , වැදගත් ARG2 , ය be.01 , . O ]","[ මේවා ARG1 , වැදගත් ARG2 , ය be.01 , . O ]"
මෙම සංඛ්‍යා තමන් වෙනුවෙන් කතා කරයි .,"[ මෙම ARG0 , සංඛ්‍යා ARG0 , තමන් ARGM-GOL , වෙනුවෙන් ARGM-GOL , කතා speak.01 , කරයි speak.01 , . O ]","[ මෙම ARG0 , සංඛ්\u200dයා ARG0 , තමන් ARGM-GOL , වෙනුවෙන් ARGM-GOL , කතා speak.01 , කරයි speak.01 , . O ]"
ජාත්‍යන්තර ප්‍රජාවට මීට වඩා දෙයක් කළ හැකිද ?,"[ ජාත්‍යන්තර ARG0 , ප්‍රජාවට ARG0 , මීට ARG1 , වඩා ARG1 , දෙයක් O , කළ do.02 , හැකිද ARGM-MOD , ? O ]","[ ජාත්\u200dයන්තර ARG0 , ප්\u200dරජාවට ARG0 , මීට O , වඩා O , දෙයක් O , කළ do.02 , හැකිද ARGM-MOD , ? O , . O ]"
මෙම තීරණය වැදගත් ය .,"[ මෙම ARG1 , තීරණය ARG1 , වැදගත් ARG2 , ය be.01 , . O ]","[ මෙම ARG1 , තීරණය decide.01 , වැදගත් O , ය O , . O ], [ මෙම ARG1 , තීරණය ARG1 , වැදගත් ARG2 , ය be.01 , . O ]"
එබැවින් අපි නියත වශයෙන්ම මෙක්සිකෝවට උදව් කළ යුතුය .,"[ එබැවින් ARGM-DIS , අපි ARG0 , නියත ARGM-ADV , වශයෙන්ම ARGM-ADV , මෙක්සිකෝවට ARG2 , උදව් help.01 , කළ help.01 , යුතුය ARGM-MOD , . O ]","[ එබැවින් ARGM-DIS , අපි ARG0 , නියත O , වශයෙන්ම O , මෙක්සිකෝවට O , උදව් help.01 , කළ help.01 , යුතුය ARGM-MOD , . O ]"
ආයෝජකයින්ට වැඩි ආරක්ෂාවක් තිබේවි .,"[ ආයෝජකයින්ට ARG1 , වැඩි ARG1 , ආරක්ෂාවක් ARG1 , තිබේවි be.02 , . O ] , [ ආයෝජකයින්ට ARG1 , වැඩි ARG1 , ආරක්ෂාවක් ARG1 , තිබේවි O , . O ]",[ ]
1 වන සංශෝධනය ඡන්ද විමසීමට ඉදිරිපත් කර ඇත .,"[ 1 ARG1 , වන ARG1 , සංශෝධනය ARG1 , ඡන්ද ARG2 , විමසීමට ARG2 , ඉදිරිපත් put.03 , කර put.03 , ඇත O , . O ]","[ 1 ARG1 , වන be.01 , සංශෝධනය ARG1 , ඡන්ද ARG1 , විමසීමට O , ඉදිරිපත් O , කර O , ඇත O , . O ], [ 1 ARG1 , වන ARG1 , සංශෝධනය ARG1 , ඡන්ද ARG1 , විමසීමට O , ඉදිරිපත් O , කර O , ඇත have.01 , . O ]"
ඉංග්‍රීසි අනුවාදයේ එය වැරදිය . ,"[ ඉංග්‍රීසි ARGM-LOC , අනුවාදයේ ARGM-LOC , එය ARG1 , වැරදිය ARG2 , . O ]",[ ]
මම ඒකට සම්පූර්ණයෙන්ම එකඟයි . ,"[ මම ARG0 , ඒකට ARG1 , සම්පූර්ණයෙන්ම ARGM-ADV , එකඟයි agree.01 , . O ]","[ මම ARG0 , ඒකට ARG1 , සම්පූර්ණයෙන්ම ARGM-EXT , එකඟයි agree.01 , . O ]"
එය වැරදි සංඥාවකි . ,"[ එය ARG1 , වැරදි ARG2 , සංඥාවකි ARG2 , . O ]",[ ]
එය ප්‍රායෝගික ආධාර පිරිනැමීමක් අදහස් කළ යුතුය .,"[ එය ARG0 , ප්‍රායෝගික ARG1 , ආධාර ARG1 , පිරිනැමීමක් ARG1 , අදහස් imply.01 , කළ imply.01 , යුතුය ARGM-MOD , . O ]",[ ]
මෙය ආරම්භය විය හැකිය .,"[ මෙය ARG1 , ආරම්භය ARG2 , විය be.01 , හැකිය ARGM-MOD , . O ]","[ මෙය ARG1 , ආරම්භය begin.01 , විය O , හැකිය ARGM-MOD , . O ]"
මෙම ක්‍රියාකාරකම් නිදහස් වෙළඳ කලාපය පුළුල් කළ යුතුය .,"[ මෙම ARG0 , ක්‍රියාකාරකම් ARG0 , නිදහස් ARG1 , වෙළඳ ARG1 , කලාපය ARG1 , පුළුල් expand.01 , කළ expand.01 , යුතුය ARGM-MOD , . O ]",[ ]
අද මානුෂීය තත්වය හද කම්පා කරවන සුළුය .,"[ අද ARGM-TMP , මානුෂීය ARG1 , තත්වය ARG1 , හද ARG3 , කම්පා ARG3 , කරවන ARG3 , සුළුය ARG3 , . O ]",[ ]
බව අපි දන්නා .,"[ බව ARG1 , අපි ARG0 , දන්නා know.01 , . O ]","[ බව ARG0 , අපි ARG0 , දන්නා know.01 , . O ]"
මෙම කාරණය සුළුපටු දෙයක් ලෙස පෙනේ .,"[ මෙම ARG1 , කාරණය ARG1 , සුළුපටු ARG1 , දෙයක් ARG1 , ලෙස seem.01 , පෙනේ seem.01 , . O ]","[ මෙම ARG1 , කාරණය ARG1 , සුළුපටු ARG1 , දෙයක් ARG1 , ලෙස O , පෙනේ seem.01 , . O ]"
එබැවින් මම මෙම වාර්තාවට සහාය දැක්වුවෙමි .,"[ එබැවින් ARGM-DIS , මම ARG0 , මෙම ARG1 , වාර්තාවට ARG1 , සහාය support.01 , දැක්වුවෙමි support.01 , . O ]","[ එබැවින් ARGM-DIS , මම ARG0 , මෙම ARG1 , වාර්තාවට ARG1 , සහාය support.01 , දැක්වුවෙමි support.01 , . O ]"
කනගාටුවට කරුණ නම් එය කෙටි කාලීන වීමයි .,"[ කනගාටුවට O , කරුණ O , නම් O , එය O , කෙටි ARGM-TMP , කාලීන O , වීමයි O , . O ] , [ කනගාටුවට ARGM-DIS , කරුණ O , නම් O , එය ARG1 , කෙටි ARG2 , කාලීන ARG2 , වීමයි be.03 , . O ]",[ ]
මෙය තාක්‍ෂණික න්‍යාය පත්‍රයක් නො වේ .,"[ මෙය ARG1 , තාක්‍ෂණික ARG2 , න්‍යාය ARG2 , පත්‍රයක් ARG2 , නො ARGM-NEG , වේ be.01 , . O ]","[ මෙය ARG1 , තාක්\u200dෂණික ARG1 , න්\u200dයාය ARG1 , පත්\u200dරයක් ARG1 , නො ARGM-NEG , වේ be.01 , . O ]"
න්‍යෂ්ටික විවාදය කිසිදා නිම නොවේ .,"[ න්‍යෂ්ටික ARG1 , විවාදය ARG1 , කිසිදා ARGM-NEG , නිම end.01 , නොවේ ARGM-NEG , . O ]",[ ]
ඔහුට කොමසාරිස්වරයෙකු වීමට අවශ්‍ය නිසාද ?,"[ ඔහුට ARG0 , කොමසාරිස්වරයෙකු ARG1 , වීමට ARG1 , අවශ්‍ය want.01 , නිසාද O , ? O ] , [ ඔහුට ARG1 , කොමසාරිස්වරයෙකු ARG2 , වීමට become.01 , අවශ්‍ය O , නිසාද O , ? O ]","[ ඔහුට ARG0 , කොමසාරිස්වරයෙකු ARG1 , වීමට ARG1 , අවශ්\u200dය need.01 , නිසාද O , ? O , . O ]"
ඇත්ත වශයෙන්ම සිදු වූයේ කුමක්ද ?,"[ ඇත්ත ARGM-ADV , වශයෙන්ම ARGM-ADV , සිදු happen.01 , වූයේ happen.01 , කුමක්ද ARG1 , ? O ]","[ ඇත්ත ARGM-DIS , වශයෙන්ම O , සිදු happen.01 , වූයේ happen.01 , කුමක්ද ARG1 , ? O , . O ]"
පාසල් විෂය මාලාවට සමාජ ආර්ථික ඉගෙනුම් ඇතුළත් කර ඇත .,"[ පාසල් ARG2 , විෂය ARG2 , මාලාවට ARG2 , සමාජ ARG1 , ආර්ථික ARG1 , ඉගෙනුම් ARG1 , ඇතුළත් include.01 , කර include.01 , ඇත O , . O ]","[ පාසල් ARG1 , විෂය ARG1 , මාලාවට ARG1 , සමාජ ARG1 , ආර්ථික ARG1 , ඉගෙනුම් ARG1 , ඇතුළත් include.01 , කර O , ඇත O , . O ], [ පාසල් ARG1 , විෂය ARG1 , මාලාවට ARG1 , සමාජ ARG1 , ආර්ථික ARG1 , ඉගෙනුම් O , ඇතුළත් O , කර O , ඇත have.01 , . O ]"
නිවාරණය පිළිබඳ මූලධර්මය ව්‍යවහාර කළ යුතුය .,"[ නිවාරණය ARG1 , පිළිබඳ ARG1 , මූලධර්මය ARG1 , ව්‍යවහාර apply.02 , කළ apply.02 , යුතුය ARGM-MOD , . O ]",[ ]
කථිකයන්ගේ ලැයිස්තුව අවසන් වී ඇත .,"[ කථිකයන්ගේ ARG1 , ලැයිස්තුව ARG1 , අවසන් exhaust.01 , වී exhaust.01 , ඇත O , . O ]","[ කථිකයන්ගේ ARG1 , ලැයිස්තුව O , අවසන් O , වී O , ඇත have.01 , . O ]"
සෙවණැලි වාර්තාකරුවන්ට ස්තූති කරමින් මම නිගමනය කරමි .,"[ සෙවණැලි ARG1 , වාර්තාකරුවන්ට ARG1 , ස්තූති thank.01 , කරමින් thank.01 , මම O , නිගමනය O , කරමි O , . O ] , [ සෙවණැලි ARGM-MNR , වාර්තාකරුවන්ට ARGM-MNR , ස්තූති ARGM-MNR , කරමින් ARGM-MNR , මම ARG0 , නිගමනය conclude.01 , කරමි conclude.01 , . O ] , [ සෙවණැලි ARG1 , වාර්තාකරුවන්ට ARG1 , ස්තූති ARG1 , කරමින් ARG1 , මම ARG1 , නිගමනය ARG1 , කරමි ARG1 , . O ]","[ සෙවණැලි ARG1 , වාර්තාකරුවන්ට ARG1 , ස්තූති thank.01 , කරමින් O , මම O , නිගමනය O , කරමි O , . O ], [ සෙවණැලි ARG1 , වාර්තාකරුවන්ට ARG1 , ස්තූති ARG1 , කරමින් ARG1 , මම ARG0 , නිගමනය conclude.01 , කරමි conclude.01 , . O ]"
